Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Swarm Based System for Management of Containerized Microservices in a Cloud Consisting of Heterogeneous Servers","Information Systems Architecture and Technology: Proceedings of 38th International Conference on Information Systems Architecture and Technology – ISAT 2017","","","","10.1007/978-3-319-67220-5_24","Waldemar KarwowskiMarian RusekGrzegorz DwornickiArkadiusz Orłowski","2018","http://link.springer.com/chapter/10.1007/978-3-319-67220-5_24","Chapter"
"DevOps and Its Philosophy: Education Matters!","Microservices","","","","10.1007/978-3-030-31646-4_14","Evgeny BobrovAntonio BucchiaroneAlfredo CapozuccaNicolas GuelfiManuel MazzaraAlexandr NaumchevLarisa Safina","2020","http://link.springer.com/chapter/10.1007/978-3-030-31646-4_14","Chapter"
"API-First Design: A Survey of the State of Academia and Industry","ITNG 2022 19th International Conference on Information Technology-New Generations","","","","10.1007/978-3-030-97652-1_10","Nicole BeaulieuSergiu M. DascaluEmily Hand","2022","http://link.springer.com/chapter/10.1007/978-3-030-97652-1_10","Chapter"
"Containerization technologies: taxonomies, applications and challenges","The Journal of Supercomputing","","78","1","10.1007/s11227-021-03914-1","Ouafa BentalebAdam S. Z. BelloumAbderrazak SebaaAouaouche El-Maouhab","2022","http://link.springer.com/article/10.1007/s11227-021-03914-1","Article"
"Smart Cities/Smart Regions – Technische, wirtschaftliche und gesellschaftliche Innovationen","","","","","10.1007/978-3-658-25210-6","Prof. Dr. Jorge Marx GómezAndreas SolsbachDr. Thomas KlenkeProf. Dr. Volker Wohlgemuth","2019","http://link.springer.com/book/10.1007/978-3-658-25210-6","Book"
"A Domain-Specific Language for Payroll Calculations: An Experience Report from DATEV","Domain-Specific Languages in Practice","","","","10.1007/978-3-030-73758-0_4","Markus VoelterSergej KoščejevMarcel RiedelAnna DeitschAndreas Hinkelmann","2021","http://link.springer.com/chapter/10.1007/978-3-030-73758-0_4","Chapter"
"Clinically-validated technologies for assisted living","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-021-03419-y","Susanna SpinsanteAngelica PoliJordi Mongay BatallaPiotr KrawiecCiprian DobreLidia BǎjenaruConstandinos X. MavromoustakisCostas S. CostantinouGregor MolanAnna Marie HerghelegiuGabriel Ioan PradaRozeta DrǎghiciHoracio González–Vélez","2021","http://link.springer.com/article/10.1007/s12652-021-03419-y","Article"
"Event-Based Customization of Multi-tenant SaaS Using Microservices","Coordination Models and Languages","","","","10.1007/978-3-030-50029-0_11","Espen Tønnessen NordliPhu H. NguyenFranck ChauvelHui Song","2020","http://link.springer.com/chapter/10.1007/978-3-030-50029-0_11","Chapter"
"An Interoperable Cloud Platform for the Garment Industry","Intelligent Systems and Applications","","","","10.1007/978-3-031-16075-2_32","Francisco MoraisNuno SoaresRui RibeiroMarcelo AlvesPedro RochaAna LimaRicardo J. Machado","2023","http://link.springer.com/chapter/10.1007/978-3-031-16075-2_32","Chapter"
"Joining Jolie to Docker","Proceedings of 5th International Conference in Software Engineering for Defence Applications","","","","10.1007/978-3-319-70578-1_16","Alberto GiarettaNicola DragoniManuel Mazzara","2018","http://link.springer.com/chapter/10.1007/978-3-319-70578-1_16","Chapter"
"Designing the Integration Layer","Building Digital Experience Platforms","","","","10.1007/978-1-4842-4303-9_5","Shailesh Kumar ShivakumarSourabhh Sethii","2019","http://link.springer.com/chapter/10.1007/978-1-4842-4303-9_5","Chapter"
"Internet of Things and Microservices in Supply Chain: Cybersecurity Challenges, and Research Opportunities","Advanced Information Networking and Applications","","","","10.1007/978-3-030-99619-2_52","Belal AlsinglawiLihong ZhengMuhammad Ashad KabirMd Zahidul IslamDave SwainWill Swain","2022","http://link.springer.com/chapter/10.1007/978-3-030-99619-2_52","Chapter"
"Cybersecurity Best Practices","","","","","10.1007/978-3-658-21655-9","Michael BartschDr. Stefanie Frey","2018","http://link.springer.com/book/10.1007/978-3-658-21655-9","Book"
"An Experience Report on Modernizing I/O Configuration Software","Software Architecture","","","","10.1007/978-3-030-86044-8_18","Kiana BuschNorman Christopher BöwingSimon SpinnerQais NoorshamsMichael Grötzner","2021","http://link.springer.com/chapter/10.1007/978-3-030-86044-8_18","Chapter"
"Design Patterns and Microservices for Reengineering of Legacy Web Applications","Smart Computing Techniques and Applications","","","","10.1007/978-981-16-1502-3_38","V. DattatreyaK. V. Chalapati RaoM. Raghava","2021","http://link.springer.com/chapter/10.1007/978-981-16-1502-3_38","Chapter"
"Docker Cluster Management for the Cloud - Survey Results and Own Solution","Journal of Grid Computing","","14","2","10.1007/s10723-016-9366-y","René PeinlFlorian HolzschuherFlorian Pfitzer","2016","http://link.springer.com/article/10.1007/s10723-016-9366-y","Article"
"Migrating from a Centralized Data Warehouse to a Decentralized Data Platform Architecture","Product-Focused Software Process Improvement","","","","10.1007/978-3-030-91452-3_3","Antti LoukialaJuha-Pekka JoutsenlahtiMikko RaatikainenTommi MikkonenTimo Lehtonen","2021","http://link.springer.com/chapter/10.1007/978-3-030-91452-3_3","Chapter"
"Measuring the Business Value of Infrastructure Migration to the Cloud","Measuring the Business Value of Cloud Computing","","","","10.1007/978-3-030-43198-3_2","Pierangelo RosatiTheo Lynn","2020","http://link.springer.com/chapter/10.1007/978-3-030-43198-3_2","Chapter"
"The SDK4ED Platform for Embedded Software Quality Improvement - Preliminary Overview","Computational Science and Its Applications – ICCSA 2020","","","","10.1007/978-3-030-58811-3_73","Miltiadis SiavvasDimitrios TsoukalasCharalampos MarantosAngeliki-Agathi TsintziraMarija JankovicDimitrios SoudrisAlexander ChatzigeorgiouDionysios Kehagias","2020","http://link.springer.com/chapter/10.1007/978-3-030-58811-3_73","Chapter"
"A Polystore Based Database Operating System (DBOS)","Heterogeneous Data Management, Polystores, and Analytics for Healthcare","","","","10.1007/978-3-030-71055-2_1","Michael CafarellaDavid DeWittVijay GadepallyJeremy KepnerChristos KozyrakisTim KraskaMichael StonebrakerMatei Zaharia","2021","http://link.springer.com/chapter/10.1007/978-3-030-71055-2_1","Chapter"
"Adaptive Resource Provisioning and Auto-scaling for Cloud Native Software","Information and Software Technologies","","","","10.1007/978-3-319-99972-2_9","Olesia PozdniakovaDalius MažeikaAurimas Cholomskis","2018","http://link.springer.com/chapter/10.1007/978-3-319-99972-2_9","Chapter"
"ICT Requirements in a Smart Grid Environment","TSO-DSO Interactions and Ancillary Services in Electricity Transmission and Distribution Networks","","","","10.1007/978-3-030-29203-4_4","Seppo HorsmanheimoLotta TuomimäkiRaúl Rodríguez SanchezFilip Pröstl AndrénClaus Amtrup Andersen","2020","http://link.springer.com/chapter/10.1007/978-3-030-29203-4_4","Chapter"
"Modularizing Laravel","Domain-Driven Laravel","","","","10.1007/978-1-4842-6023-4_8","Jesse Griffin","2021","http://link.springer.com/chapter/10.1007/978-1-4842-6023-4_8","Chapter"
"A Container-Driven Approach for Resource Provisioning in Edge-Fog Cloud","Algorithmic Aspects of Cloud Computing","","","","10.1007/978-3-030-58628-7_5","Hamid Mohammadi FardRadu ProdanFelix Wolf","2020","http://link.springer.com/chapter/10.1007/978-3-030-58628-7_5","Chapter"
"21. Internationales Stuttgarter Symposium","Proceedings","","","","10.1007/978-3-658-33521-2","Prof. Dr. Michael BargendeProf. Dr. Hans-Christian ReussProf. Dr. Andreas Wagner","2021","http://link.springer.com/book/10.1007/978-3-658-33521-2","Book"
"Multi-cloud Management: Technologies, Tools, and Techniques","Software-Defined Cloud Centers","","","","10.1007/978-3-319-78637-7_10","Pethuru RajAnupama Raman","2018","http://link.springer.com/chapter/10.1007/978-3-319-78637-7_10","Chapter"
"Redundant and Reliable Architecture Based on Open Source Tools for Light-Rail-Transit On-Board-Systems","Reliability, Safety, and Security of Railway Systems. Modelling, Analysis, Verification, and Certification","","","","10.1007/978-3-319-68499-4_14","Vincenzo Di MassaMirko DamianiMaurizio PapiniGianluca Mandò","2017","http://link.springer.com/chapter/10.1007/978-3-319-68499-4_14","Chapter"
"Superlinear Speedup of Parallel Population-Based Metaheuristics: A Microservices and Container Virtualization Approach","Intelligent Data Engineering and Automated Learning – IDEAL 2019","","","","10.1007/978-3-030-33607-3_42","Hatem KhalloofPhil OstheimerWilfried JakobShadi ShahoudClemens DuepmeierVeit Hagenmeyer","2019","http://link.springer.com/chapter/10.1007/978-3-030-33607-3_42","Chapter"
"Smart Cities on the Cloud","Mediterranean Cities and Island Communities","","","","10.1007/978-3-319-99444-4_3","Christina KakderiPanagiotis TsarchopoulosNicos KomninosAnastasia Panori","2019","http://link.springer.com/chapter/10.1007/978-3-319-99444-4_3","Chapter"
"Der Weg in die Cloud","essentials","","","","10.1007/978-3-658-29101-3","Dominic LindnerPaul NieblerMarkus Wenzel","2020","http://link.springer.com/book/10.1007/978-3-658-29101-3","Book"
"Multimedia analysis platform for crime prevention and investigation","Multimedia Tools and Applications","","80","15","10.1007/s11042-020-10206-y","Francisco J. PérezVictor J. GarridoAlberto GarcíaMarcelo ZambranoRafał KozikMichał ChoraśDirk MühlenbergDirk PallmerWilmuth Müller","2021","http://link.springer.com/article/10.1007/s11042-020-10206-y","Article"
"BBServerless: A Bursty Traffic Benchmark for Serverless","Cloud Computing – CLOUD 2021","","","","10.1007/978-3-030-96326-2_4","Yanying LinKejiang YeYongkang LiPeng LinYingfei TangChengzhong Xu","2022","http://link.springer.com/chapter/10.1007/978-3-030-96326-2_4","Chapter"
"The Enterprise Technology Landscape","Business Innovation and ICT Strategies","","","","10.1007/978-981-13-1675-3_4","Sriram BirudavoluBiswajit Nag","2019","http://link.springer.com/chapter/10.1007/978-981-13-1675-3_4","Chapter"
"API Design","API Marketplace Engineering","","","","10.1007/978-1-4842-7313-5_7","Rennay Dorasamy","2022","http://link.springer.com/chapter/10.1007/978-1-4842-7313-5_7","Chapter"
"Analysing Microsoft Access Projects: Building a Model in a Partially Observable Domain","Reuse in Emerging Software Engineering Practices","","","","10.1007/978-3-030-64694-3_10","Santiago BragagnoloNicolas AnquetilStephane DucasseSeriai AbderrahmaneMustapha Derras","2020","http://link.springer.com/chapter/10.1007/978-3-030-64694-3_10","Chapter"
"Cloud Migration Fundamentals","Systematic Cloud Migration","","","","10.1007/978-1-4842-7252-7_2","Taras Gleb","2021","http://link.springer.com/chapter/10.1007/978-1-4842-7252-7_2","Chapter"
"A Systematic Mapping Study on Microservices","Recent Trends in Data Science and Soft Computing","","","","10.1007/978-3-319-99007-1_100","Mohammad Sadegh HamzehlouiShamsul SahibuddinKhalil Salah","2019","http://link.springer.com/chapter/10.1007/978-3-319-99007-1_100","Chapter"
"Definition: Highly-Distributed Systems","Highly-Distributed Systems","","","","10.1007/978-3-030-92829-2_1","Andriy LuntovskyyDietbert Gütter","2022","http://link.springer.com/chapter/10.1007/978-3-030-92829-2_1","Chapter"
"Teaching DevOps in Corporate Environments","Software Engineering Aspects of Continuous Development and New Paradigms of Software Production and Deployment","","","","10.1007/978-3-030-06019-0_8","Manuel MazzaraAlexandr NaumchevLarisa SafinaAlberto SillittiKonstantin Urysov","2019","http://link.springer.com/chapter/10.1007/978-3-030-06019-0_8","Chapter"
"Streaming readout for next generation electron scattering experiments","The European Physical Journal Plus","","137","8","10.1140/epjp/s13360-022-03146-z","Fabrizio AmeliMarco BattaglieriVladimir V. BerdnikovMariangela BondíSergey BoyarinovNathan BreiAndrea CelentanoLaura CappelliTommaso ChiarusiRaffaella De VitaCristiano FanelliVardan GyurjyanDavid LawrencePatrick MoranPaolo MusicoCarmelo Pellegrino","2022","http://link.springer.com/article/10.1140/epjp/s13360-022-03146-z","Article"
"Interactive Elicitation of Resilience Scenarios Based on Hazard Analysis Techniques","Software Architecture","","","","10.1007/978-3-031-15116-3_11","Sebastian FrankAlireza HakamianLion WagnerDominik KesimChristoph ZornJóakim von KistowskiAndré van Hoorn","2022","http://link.springer.com/chapter/10.1007/978-3-031-15116-3_11","Chapter"
"Towards reproducible computational drug discovery","Journal of Cheminformatics","","12","1","10.1186/s13321-020-0408-x","Nalini SchaduangratSamuel LampaSaw SimeonMatthew Paul GleesonOla SpjuthChanin Nantasenamat","2020","http://link.springer.com/article/10.1186/s13321-020-0408-x","Article"
"A Reference Architecture Model for Big Data Systems in the Finance Sector","Big Data and Artificial Intelligence in Digital Finance","","","","10.1007/978-3-030-94590-9_1","John SoldatosErnesto TroianoPavlos KranasAlessandro Mamelli","2022","http://link.springer.com/chapter/10.1007/978-3-030-94590-9_1","Chapter"
"Outlining Big Data Analytics in Health Sector with Special Reference to Covid-19","Wireless Personal Communications","","124","3","10.1007/s11277-021-09446-4","R. Biswas","2022","http://link.springer.com/article/10.1007/s11277-021-09446-4","Article"
"An Evaluation of Frameworks for Microservices Development","Advances in Service-Oriented and Cloud Computing","","","","10.1007/978-3-030-71906-7_8","Isabell SailerRobin LichtenthälerGuido Wirtz","2021","http://link.springer.com/chapter/10.1007/978-3-030-71906-7_8","Chapter"
"Automated Multi-cloud Operations and Container Orchestration","Software-Defined Cloud Centers","","","","10.1007/978-3-319-78637-7_9","Pethuru RajAnupama Raman","2018","http://link.springer.com/chapter/10.1007/978-3-319-78637-7_9","Chapter"
"Fog of Things: Fog Computing in Internet of Things Environments","Special Topics in Multimedia, IoT and  Web Technologies","","","","10.1007/978-3-030-35102-1_2","Leandro AndradeCleber LiraBrenno de MelloAndressa AndradeAntonio CoutinhoCássio Prazeres","2020","http://link.springer.com/chapter/10.1007/978-3-030-35102-1_2","Chapter"
"Service Cutter: A Systematic Approach to Service Decomposition","Service-Oriented and Cloud Computing","","","","10.1007/978-3-319-44482-6_12","Michael GyselLukas KölbenerWolfgang GierscheOlaf Zimmermann","2016","http://link.springer.com/chapter/10.1007/978-3-319-44482-6_12","Chapter"
"Airline Application Security in the Digital Economy: Tackling Security Challenges for Distributed Applications in Lufthansa Systems","Digitalization Cases","","","","10.1007/978-3-319-95273-4_3","Balázs SomoskőiStefan SpahrErkuden RiosOscar RipollesJacek DominiakTamás CservenyPéter BálintPeter MatthewsEider IturbeVictor Muntés-Mulero","2019","http://link.springer.com/chapter/10.1007/978-3-319-95273-4_3","Chapter"
"Webservices Engineering","Webservices","","","","10.1007/978-981-13-3224-1_7","Venkata Swamy MarthaMaurin Lenglart","2019","http://link.springer.com/chapter/10.1007/978-981-13-3224-1_7","Chapter"
"A survey on nature-inspired techniques for computation offloading and service placement in emerging edge technologies","World Wide Web","","","","10.1007/s11280-022-01053-y","Dinesh KumarGaurav BaranwalYamini ShankarDeo Prakash Vidyarthi","2022","http://link.springer.com/article/10.1007/s11280-022-01053-y","Article"
"Quality Evaluation of a Spring Cloud Microservices Architecture Implementation","Communication, Smart Technologies and Innovation for Society","","","","10.1007/978-981-16-4126-8_66","Antonio Quiña-MeraDavid Flores LandetaXavier Mauricio Rea-PeñafielCathy Guevara-Vega","2022","http://link.springer.com/chapter/10.1007/978-981-16-4126-8_66","Chapter"
"Autonomic Management Framework for Cloud-Native Applications","Journal of Grid Computing","","18","4","10.1007/s10723-020-09532-0","Joanna KosińskaKrzysztof Zieliński","2020","http://link.springer.com/article/10.1007/s10723-020-09532-0","Article"
"The Future of Apple Device Management","Apple Device Management","","","","10.1007/978-1-4842-5388-5_13","Charles EdgeRich Trouton","2020","http://link.springer.com/chapter/10.1007/978-1-4842-5388-5_13","Chapter"
"Scientific Services Consolidation Methods","Russian Microelectronics","","49","8","10.1134/S1063739720080144","A. A. ZatsarinnyV. A. KondrashevA. A. SorokinS. A. Denisov","2020","http://link.springer.com/article/10.1134/S1063739720080144","Article"
"Creating Web Applications","Beginning Scala 3","","","","10.1007/978-1-4842-7422-4_12","David PollakVishal LaykaAndres Sacco","2022","http://link.springer.com/chapter/10.1007/978-1-4842-7422-4_12","Chapter"
"Multi-cloud Brokerage Solutions and Services","Software-Defined Cloud Centers","","","","10.1007/978-3-319-78637-7_8","Pethuru RajAnupama Raman","2018","http://link.springer.com/chapter/10.1007/978-3-319-78637-7_8","Chapter"
"Generalized distributed four-domain digital twin system for intelligent manufacturing","Journal of Central South University","","29","1","10.1007/s11771-022-4926-8","Zhi-feng Liu 刘志峰Yue-ze Zhang 张月泽Cong-bin Yang 杨聪彬Zu-guang Huang 黄祖广Cai-xia Zhang 张彩霞Fu-gui Xie 谢福贵","2022","http://link.springer.com/article/10.1007/s11771-022-4926-8","Article"
"Leveraging cloud computing for the semantic web: review and trends","Soft Computing","","24","8","10.1007/s00500-019-04559-2","Oluwasegun AdedugbeElhadj BenkhelifaRussell CampionFeras Al-ObeidatAnoud Bani HaniUchitha Jayawickrama","2020","http://link.springer.com/article/10.1007/s00500-019-04559-2","Article"
"Deploy—Web Hosting Using Docker Container","Advances in Computing and Network Communications","","","","10.1007/978-981-33-6977-1_26","Minto SunnySen ShajiSheen SabuUdith UthamanGemini George","2021","http://link.springer.com/chapter/10.1007/978-981-33-6977-1_26","Chapter"
"MSA vs. MVC: Future Trends for Big Data Processing Platforms","Smart Computing and Communication","","","","10.1007/978-3-319-73830-7_31","Yuming LuWei LiuHaoxiang Cui","2018","http://link.springer.com/chapter/10.1007/978-3-319-73830-7_31","Chapter"
"Cloud Computing for Multimedia Services","Fundamentals of Multimedia","","","","10.1007/978-3-030-62124-7_18","Ze-Nian LiMark S. DrewJiangchuan Liu","2021","http://link.springer.com/chapter/10.1007/978-3-030-62124-7_18","Chapter"
"Transformation der Immobilienwirtschaft","","","","","10.1007/978-3-658-35363-6","Prof. Dr. Andreas PfnürMartin EberhardtDr. Thomas Herr","2022","http://link.springer.com/book/10.1007/978-3-658-35363-6","Book"
"A Multi-criteria Decision Making Approach for Scaling and Placement of Virtual Network Functions","Journal of Network and Systems Management","","30","2","10.1007/s10922-022-09645-9","Engin ZeydanJosep Mangues-BafalluyJorge BarandaRicardo MartínezLuca Vettori","2022","http://link.springer.com/article/10.1007/s10922-022-09645-9","Article"
"Towards an Optimized, Cloud-Agnostic Deployment of Hybrid Applications","Business Information Systems","","","","10.1007/978-3-030-20485-3_34","Kyriakos KritikosPaweł Skrzypek","2019","http://link.springer.com/chapter/10.1007/978-3-030-20485-3_34","Chapter"
"The FICEP Infrastructure","E-Democracy – Privacy-Preserving, Secure, Intelligent E-Government Services","","","","10.1007/978-3-319-71117-1_14","Paolo SmiragliaMarco De BenedictisAndrea AtzeniAntonio LioyMassimiliano Pucciarelli","2017","http://link.springer.com/chapter/10.1007/978-3-319-71117-1_14","Chapter"
"Spring Boot in the Cloud","Pro Spring Boot 2","","","","10.1007/978-1-4842-3676-5_12","Felipe Gutierrez","2019","http://link.springer.com/chapter/10.1007/978-1-4842-3676-5_12","Chapter"
"Grundkurs Betriebssysteme","","","","","10.1007/978-3-658-30547-5","Prof. Dr. Peter Mandl","2020","http://link.springer.com/book/10.1007/978-3-658-30547-5","Book"
"Interface Design for Embedded and Real-Time Systems","Handbook of Real-Time Computing","","","","10.1007/978-981-4585-87-3_65-1","Bruce Montgomery","2022","http://link.springer.com/referenceworkentry/10.1007/978-981-4585-87-3_65-1","ReferenceWorkEntry"
"Interface Design for Embedded and Real-Time Systems","Handbook of Real-Time Computing","","","","10.1007/978-981-287-251-7_65","Bruce Montgomery","2022","http://link.springer.com/referenceworkentry/10.1007/978-981-287-251-7_65","ReferenceWorkEntry"
"An Incorporated Solution to Support Elder People in Staying in Their Familiar Surroundings","Proceedings of Seventh International Congress on Information and Communication Technology","","","","10.1007/978-981-19-1607-6_28","Dominic Mircea KristalySorin-Aurel Moraru","2023","http://link.springer.com/chapter/10.1007/978-981-19-1607-6_28","Chapter"
"Future smart energy software houses","European Journal of Futures Research","","7","1","10.1186/s40309-018-0153-9","Petri KettunenNiko Mäkitalo","2019","http://link.springer.com/article/10.1186/s40309-018-0153-9","Article"
"CURIE: Towards an Ontology and Enterprise Architecture of a CRM Conceptual Model","Business & Information Systems Engineering","","","","10.1007/s12599-022-00744-0","Miguel Fernández-CejasCarlos J. Pérez-GonzálezJosé L. Roda-GarcíaMarcos Colebrook","2022","http://link.springer.com/article/10.1007/s12599-022-00744-0","Article"
"Architecture of a Modern Monitoring System","Monitoring Cloud-Native Applications","","","","10.1007/978-1-4842-6888-9_3","Mainak ChakrabortyAjit Pratap Kundan","2021","http://link.springer.com/chapter/10.1007/978-1-4842-6888-9_3","Chapter"
"Ganzheitliches Produktionsmanagement","","","","","10.1007/978-3-662-62452-4","Prof. Dr. Uwe DombrowskiDipl.-Ing. Philipp Krenkel","2021","http://link.springer.com/book/10.1007/978-3-662-62452-4","Book"
"General Principles","Safety and Security of Cyber-Physical Systems","","","","10.1007/978-3-658-37182-1_9","Frank J. Furrer","2022","http://link.springer.com/chapter/10.1007/978-3-658-37182-1_9","Chapter"
"Spring Boot in the Cloud","Pro Spring Boot","","","","10.1007/978-1-4842-1431-2_13","Felipe Gutierrez","2016","http://link.springer.com/chapter/10.1007/978-1-4842-1431-2_13","Chapter"
"Engineering 4.0—Implementation of the Digitalization of Engineering","System Lifecycle Management","","","","10.1007/978-3-658-33874-9_4","Martin Eigner","2021","http://link.springer.com/chapter/10.1007/978-3-658-33874-9_4","Chapter"
"Basics of Cloud Management","Essentials of Cloud Computing","","","","10.1007/978-3-030-13134-0_9","Chellammal SurianarayananPethuru Raj Chelliah","2019","http://link.springer.com/chapter/10.1007/978-3-030-13134-0_9","Chapter"
"Cloud Container Placement Policies: A Study and Comparison","Second International Conference on Computer Networks and Communication Technologies","","","","10.1007/978-3-030-37051-0_58","Piyush MishraShubham BhatnagarAvita Katal","2020","http://link.springer.com/chapter/10.1007/978-3-030-37051-0_58","Chapter"
"Virtualization in Cloud Computing: Moving from Hypervisor to Containerization—A Survey","Arabian Journal for Science and Engineering","","46","9","10.1007/s13369-021-05553-3","Aditya BhardwajC. Rama Krishna","2021","http://link.springer.com/article/10.1007/s13369-021-05553-3","Article"
"The Hybrid IT, the Characteristics and Capabilities","Automated Workflow Scheduling in Self-Adaptive Clouds","","","","10.1007/978-3-319-56982-6_11","G. KousalyaP. BalakrishnanC. Pethuru Raj","2017","http://link.springer.com/chapter/10.1007/978-3-319-56982-6_11","Chapter"
"Enabling DevOps Collaboration and Continuous Delivery Using Diverse Application Environments","On the Move to Meaningful Internet Systems: OTM 2015 Conferences","","","","10.1007/978-3-319-26148-5_23","Johannes WettingerVasilios AndrikopoulosFrank Leymann","2015","http://link.springer.com/chapter/10.1007/978-3-319-26148-5_23","Chapter"
"Product Lifecycle Management Challenges of CPPS","Multi-Disciplinary Engineering for Cyber-Physical Production Systems","","","","10.1007/978-3-319-56345-9_4","Detlef Gerhard","2017","http://link.springer.com/chapter/10.1007/978-3-319-56345-9_4","Chapter"
"DevOpsUse: A Community-Oriented Methodology for Societal Software Engineering","Ernst Denert Award for Software Engineering 2020","","","","10.1007/978-3-030-83128-8_8","István Koren","2022","http://link.springer.com/chapter/10.1007/978-3-030-83128-8_8","Chapter"
"A full stack for quick prototyping of IoT solutions","Annals of Telecommunications","","73","7 - 8","10.1007/s12243-018-0644-5","Daniele MazzeiGiacomo BaldiGabriele MonteliscianiGualtiero Fantoni","2018","http://link.springer.com/article/10.1007/s12243-018-0644-5","Article"
"Big Data Management: What to Keep from the Past to Face Future Challenges?","Data Science and Engineering","","2","4","10.1007/s41019-017-0043-3","G. Vargas-SolarJ. L. Zechinelli-MartiniJ. A. Espinosa-Oviedo","2017","http://link.springer.com/article/10.1007/s41019-017-0043-3","Article"
"A Software Architecture Proposal for a Data Platform on Active Mobility and Urban Environment","Information and Communication Technologies","","","","10.1007/978-3-030-62833-8_37","Christian QuindeDavid GuillermoLorena Siguenza-GuzmanDaniel OrellanaPaola Pesántez-Cabrera","2020","http://link.springer.com/chapter/10.1007/978-3-030-62833-8_37","Chapter"
"Coordinating large distributed relational process structures","Software and Systems Modeling","","20","5","10.1007/s10270-020-00835-0","Sebastian SteinauKevin AndrewsManfred Reichert","2021","http://link.springer.com/article/10.1007/s10270-020-00835-0","Article"
"Data Connectivity and Digital Infrastructure","Digital Disruption","","","","10.1007/978-3-030-54494-2_3","Bharat Vagadia","2020","http://link.springer.com/chapter/10.1007/978-3-030-54494-2_3","Chapter"
"Manageable and Scalable Manufacturing IT Through an App Based Approach","Advances in Manufacturing, Production Management and Process Control","","","","10.1007/978-3-030-20494-5_2","Christian KnechtAndreas SchullerAndrei Miclaus","2020","http://link.springer.com/chapter/10.1007/978-3-030-20494-5_2","Chapter"
"Servicification – Trend or Paradigm Shift in Geospatial Data Processing?","Computational Science and Its Applications – ICCSA 2018","","","","10.1007/978-3-319-95168-3_23","Andreas FrickeJürgen DöllnerHartmut Asche","2018","http://link.springer.com/chapter/10.1007/978-3-319-95168-3_23","Chapter"
"Enterprise Risk Data Management (A Subset of Enterprise Data Management)","Event- and Data-Centric Enterprise Risk-Adjusted Return Management","","","","10.1007/978-1-4842-7440-8_7","Kannan Subramanian RDr. Sudheesh Kumar Kattumannil","2022","http://link.springer.com/chapter/10.1007/978-1-4842-7440-8_7","Chapter"
"World of code: enabling a research workflow for mining and analyzing the universe of open source VCS data","Empirical Software Engineering","","26","2","10.1007/s10664-020-09905-9","Yuxing MaTapajit DeyChris BogartSadika AmreenMarat ValievAdam TutkoDavid KennardRussell ZaretzkiAudris Mockus","2021","http://link.springer.com/article/10.1007/s10664-020-09905-9","Article"
"Paradigm Shift! The Path to Brutal Automation","Future Telco","","","","10.1007/978-3-319-77724-5_10","Lothar Reith","2019","http://link.springer.com/chapter/10.1007/978-3-319-77724-5_10","Chapter"
"IFSA: an integrated framework for developing IoT linked mobile applications for specially abled people","Wireless Networks","","28","4","10.1007/s11276-022-02905-1","Sukhpreet KaurKanwalvir Singh Dhindsa","2022","http://link.springer.com/article/10.1007/s11276-022-02905-1","Article"
"BIAN Framework to Build Banking AI and Semantic APIs","Banking 4.0","","","","10.1007/978-981-16-6069-6_10","Mohan Bhatia","2022","http://link.springer.com/chapter/10.1007/978-981-16-6069-6_10","Chapter"
"System architectures for Industrie 4.0 applications","Production Engineering","","13","3 - 4","10.1007/s11740-019-00902-6","Emanuel TrunzerAmbra CalàPaulo LeitãoMichael GeppJakob KinghorstArndt LüderHubertus SchauerteMarkus ReifferscheidBirgit Vogel-Heuser","2019","http://link.springer.com/article/10.1007/s11740-019-00902-6","Article"
"Heterogeneous Exascale Computing","Recent Advances in Intelligent Engineering","","","","10.1007/978-3-030-14350-3_5","Ladislav HluchýMartin BobákHenning MüllerMara GrazianiJason MaassenHanno SpreeuwMatti HeikkurinenJörg Pancake-SteegStefan SpahrNils Otto vor dem Gentschen FeldeMaximilian HöbJan SchmidtAdam S. Z. BelloumReginald CushingPiotr NowakowskiJan Meizner","2020","http://link.springer.com/chapter/10.1007/978-3-030-14350-3_5","Chapter"
"Frankenstein: A Platform Enabling Reuse of Question Answering Components","The Semantic Web","","","","10.1007/978-3-319-93417-4_40","Kuldeep SinghAndreas BothArun SethupatSaeedeh Shekarpour","2018","http://link.springer.com/chapter/10.1007/978-3-319-93417-4_40","Chapter"
"A Platform for Large Scale Auto Annotation of Scanned Documents Featuring Real-Time Model Building and Model Pooling","Computer Vision and Image Processing","","","","10.1007/978-3-031-11346-8_6","Komuravelli PrashanthBoyalakuntla KowndinyaChilaka VijayDande TejaVidya RodgeRamya VelagaReena Abasaheb DeshmukhYeturu Kalidas","2022","http://link.springer.com/chapter/10.1007/978-3-031-11346-8_6","Chapter"
"Evolution of Cloud Operating System: From Technology to Ecosystem","Journal of Computer Science and Technology","","32","2","10.1007/s11390-017-1717-z","Zuo-Ning ChenKang ChenJin-Lei JiangLu-Fei ZhangSong WuZheng-Wei QiChun-Ming HuYong-Wei WuYu-Zhong SunHong TangAo-Bing SunZi-Lu Kang","2017","http://link.springer.com/article/10.1007/s11390-017-1717-z","Article"
